Ville,Description jour,Timezone,Latitude,Longitude,Date,Heure_locale,Max_Température,Min_Température,Température_actuelle,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Radiation_solaire,Energy_solaire,Soleil_coucher,Alerte_risk,Description_detailed,Conditions_météo,Alertes_météo,Alertes_description,Vitesse_vent
"San Jose, CA, United States",Cooling down with no rain expected.,America/Los_Angeles,37.3387,-121.885,2023-06-29,07:40:00,30.6,13.8,15.9,62.3,0.0,0.0,0.0,22.3,18.4,321.3,1012.5,34.4,,360.0,31.5,20:32:14,10.0,Clearing in the afternoon.,Partially cloudy,Heat Advisory,"...HEAT ADVISORY REMAINS IN EFFECT FROM 11 AM FRIDAY TO 11 PM PDT
SUNDAY...
* WHAT...Hot conditions with daytime temperatures ranging from the
low 90s to near 105. Overnight lows ranging from upper 60s to
the lower 80s in the higher terrain.
* WHERE...Interior portions of the North Bay, East Bay, South
Bay, Santa Cruz Mountains, and interior Monterey and San
Benito counties.
* WHEN...From 11 AM Friday to 11 PM PDT Sunday.
* IMPACTS...Hot temperatures well above seasonal normals will
significantly increase the potential for heat related
illnesses, particularly for those working or participating in
outdoor activities.
* ADDITIONAL DETAILS...Being the first major heat event of the
season, it is important to remember that people and pets may
be more susceptible than usual to heat related illness given
the prior extended period of below average temperatures.
Hydrate often if working or otherwise spending time outdoors.",18.4
"Providence, RI, United States","Similar temperatures continuing with a chance of rain Sunday, Monday & Tuesday.",America/New_York,41.8239,-71.412,2023-06-29,10:30:00,23.9,18.3,23.9,85.0,0.103,0.0,0.0,22.3,14.8,190.7,1014.9,62.9,,253.3,21.9,20:24:40,10.0,Clearing in the afternoon with early morning rain.,"Rain, Partially cloudy",Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT FROM MIDNIGHT TONIGHT TO MIDNIGHT EDT
THURSDAY NIGHT...
The Rhode Island Department of Environmental Management has issued
an Air Quality Action Day for Fine Particulates, from midnight
tonight to midnight EDT Thursday night.
An Air Quality Action day means that Fine Particulates
concentrations within the region may approach or exceed unhealthy
standards. For additional information, please visit the Rhode Island
Department of Environmental Management website at:
https://bit.ly/25SdNtm",14.8
"Grand Junction, CO, United States",Similar temperatures continuing with no rain expected.,America/Denver,39.0688,-108.564,2023-06-29,08:45:00,32.8,16.7,21.9,21.5,0.0,0.0,0.0,48.2,29.5,274.9,1006.1,15.9,,325.8,28.2,20:44:13,10.0,Clear conditions throughout the day.,Clear,Red Flag Warning,"...RED FLAG WARNING REMAINS IN EFFECT FROM 11 AM THIS MORNING TO
8 PM MDT THIS EVENING FOR GUSTY WINDS, LOW RELATIVE HUMIDITY AND
DRY FUELS FOR FIRE WEATHER ZONES 203 AND 205 BELOW 7500 FEET...
* AFFECTED AREA...In Colorado, Fire Weather Zone 203 Lower
Colorado River and Fire Weather Zone 205 Colorado River
Headwaters below 7500 feet.
* WINDS...West 10 to 20 mph with gusts up to 35 mph.
* RELATIVE HUMIDITY...10 to 15 percent.
* IMPACTS...Conditions will become favorable for easy ignition
and rapid spread of fires due to low relative humidity and
strong gusty winds.",29.5
"Green Bay, WI, United States",Similar temperatures continuing with a chance of rain Wednesday & Thursday.,America/Chicago,44.513,-88.01,2023-06-29,09:30:00,30.0,19.3,25.5,67.1,4.7,0.0,0.0,27.7,17.8,193.9,1009.7,69.8,,306.0,26.2,20:40:52,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",Air Quality Alert,"...AIR QUALITY ADVISORY IN EFFECT THROUGH NOON TODAY...
The Wisconsin Department of Natural Resources has issued an Air
Quality Advisory for PM2.5 which will remain in effect until noon
today.
Smoke originating from Canadian wildfires will continue to affect
Wisconsin, impacting PM2.5 concentrations at the surface.
The AQI will likely range from the UNHEALTHY to VERY UNHEALTHY
categories, but we cannot rule out the possibility of the AQI
reaching the HAZARDOUS category. People with heart or lung
disease, older adults, and children should avoid prolonged or
heavy exertion and consider avoiding all physical outdoor
activities; everyone else should reduce prolonged or heavy
exertion and consider avoiding prolonged or heavy exertion.
For more information on current air quality, please see:
https://airquality.wi.gov",17.8
"Sioux Falls, SD, United States",Similar temperatures continuing with a chance of rain Tuesday & Wednesday.,America/Chicago,43.5458,-96.7313,2023-06-29,09:45:00,32.8,18.3,25.9,61.2,0.0,0.0,0.0,14.8,13.0,313.4,1011.2,45.5,,328.5,28.2,21:12:06,30.0,Clearing in the afternoon.,Partially cloudy,,,13.0
"Kona, Burkina Faso",Similar temperatures continuing with a chance of rain multiple days.,Africa/Ouagadougou,12.1173,-3.45702,2023-06-29,14:00:00,33.1,24.1,32.9,64.7,0.5,0.0,0.0,26.3,15.8,179.7,1013.1,70.9,,198.5,17.0,18:42:11,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,15.8
"Torino, Piemonte, Italia",Similar temperatures continuing with a chance of rain multiple days.,Europe/Rome,45.0624,7.67994,2023-06-29,16:38:00,23.9,16.3,23.3,72.1,0.6,0.0,0.0,25.6,13.9,14.3,1017.0,92.9,,313.6,26.9,21:20:17,10.0,Cloudy skies throughout the day with rain.,"Rain, Overcast",Yellow Thunderstorm Warning,"Moderate intensity weather phenomena expected
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",13.9
"Verona, Veneto, Italia",Similar temperatures continuing with a chance of rain multiple days.,Europe/Rome,45.4383,10.9917,2023-06-29,16:20:00,29.0,19.7,29.0,53.2,0.0,0.0,0.0,19.1,9.6,121.3,1016.0,64.3,,304.7,26.4,21:08:32,10.0,Clearing in the afternoon.,Partially cloudy,Yellow Thunderstorm Warning,"Moderate intensity weather phenomena expected
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",9.6
"Trieste, Friuli-Venezia Giulia, Italia",Similar temperatures continuing with a chance of rain multiple days.,Europe/Rome,45.6576,13.7727,2023-06-29,15:55:00,26.0,19.9,26.0,57.2,0.0,0.0,0.0,30.2,14.7,13.7,1016.1,33.5,,336.4,29.1,20:58:18,10.0,Clearing in the afternoon.,Partially cloudy,Yellow Thunderstorm Warning,"Moderate intensity weather phenomena expected
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",14.7
"مسقط, عمان",Similar temperatures continuing with no rain expected.,Asia/Muscat,23.6152,58.5913,2023-06-29,17:50:00,36.0,33.0,34.0,60.7,0.0,0.0,0.0,10.8,24.1,8.7,999.4,51.3,,319.1,27.7,18:56:22,15.0,Partly cloudy throughout the day.,Partially cloudy,,,24.1
"Астана, Қазақстан",Similar temperatures continuing with no rain expected.,Asia/Almaty,51.12772,71.4283,2023-06-29,20:30:00,27.0,10.0,24.0,50.5,0.0,0.0,0.0,43.2,25.2,268.0,1011.8,32.4,,284.3,24.4,21:33:14,10.0,Partly cloudy throughout the day.,Partially cloudy,,,25.2
"CA, United States",Cooling down with no rain expected.,America/Los_Angeles,38.5794,-121.491,2023-06-29,07:30:00,38.4,13.4,16.7,50.8,0.0,0.0,0.0,24.1,16.6,246.0,1010.4,1.2,,360.1,31.2,20:34:24,10.0,Clear conditions throughout the day.,Clear,Heat Advisory,"...HEAT ADVISORY REMAINS IN EFFECT FROM 11 AM FRIDAY TO 11 PM PDT
SUNDAY...
* WHAT...Temperatures of 100 to 107 expected.
* WHERE...Southern Sacramento Valley, the Delta region, and
Mountains Southwestern Shasta County to Western Colusa County
Counties. Includes communities such as the Sacramento Metro
Area, Davis, Vacaville, Fairfield, and Vallejo.
* WHEN...From 11 AM Friday to 11 PM PDT Sunday.
* IMPACTS...Hot temperatures may cause heat illnesses to occur.
* ADDITIONAL DETAILS...Hottest temperatures are expected
Saturday. Area waterways will continue to run cold and fast,
creating dangerous conditions for those seeking relief in
rivers and lakes.",16.6
"Medellín, Colombia",Similar temperatures continuing with a chance of rain multiple days.,America/Bogota,6.2459,-75.5746,2023-06-29,09:36:00,24.8,12.8,24.4,77.6,1.7,0.0,0.0,18.7,9.4,75.8,1016.5,66.8,,230.8,19.9,18:20:14,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,9.4
"Bucaramanga, Colombia",Similar temperatures continuing with a chance of rain multiple days.,America/Bogota,7.1171,-73.1293,2023-06-29,09:00:00,28.6,18.4,24.0,77.0,4.3,0.0,0.0,13.7,11.1,163.5,1010.7,49.4,,302.5,26.4,18:11:59,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,11.1
"Cartagena, Colombia",Similar temperatures continuing with a chance of rain multiple days.,America/Bogota,10.425,-75.5384,2023-06-29,09:00:00,30.4,27.0,31.0,83.8,0.9,0.0,,39.6,29.9,31.7,1007.3,78.0,,270.3,23.3,18:27:29,75.0,Partly cloudy throughout the day with strong storms possible.,"Rain, Partially cloudy",,,29.9
"Barranquilla, Colombia",Similar temperatures continuing with a chance of rain multiple days.,America/Bogota,10.9827,-74.8302,2023-06-29,09:00:00,32.9,26.9,30.9,80.2,0.0,0.0,0.0,41.8,25.6,28.9,1007.4,61.8,,277.0,23.9,18:25:39,75.0,Partly cloudy throughout the day with strong storms possible.,Partially cloudy,,,25.6
"Addis Ababa, Ethiopia",Similar temperatures continuing with a chance of rain multiple days.,Africa/Addis_Ababa,9.01358,38.7629,2023-06-29,17:00:00,24.0,13.0,23.0,74.3,16.6,0.0,0.0,29.9,22.3,311.8,1023.4,70.4,,248.5,21.4,18:47:42,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,22.3
"Kigali, Umujyi Wa Kigali, Rwanda",Similar temperatures continuing with a chance of rain tomorrow.,Africa/Kigali,-1.97575,30.0318,2023-06-29,16:30:00,28.0,16.5,27.9,70.9,7.9,0.0,0.0,10.8,14.8,230.7,1019.7,60.1,,222.0,19.4,18:03:35,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,14.8
"Mombasa, Kenya",Similar temperatures continuing with a chance of rain multiple days.,Africa/Nairobi,-4.05738,39.6628,2023-06-29,17:00:00,28.0,22.0,25.0,82.7,2.7,0.0,,38.5,27.4,180.7,1016.8,54.0,,221.1,19.2,18:21:29,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,27.4
"Dar es Salaam, Tanzania",Similar temperatures continuing with a chance of rain multiple days.,Africa/Dar_es_Salaam,-6.815,39.2867,2023-06-29,17:00:00,29.9,21.1,27.9,74.6,0.9,0.0,0.0,31.3,26.1,172.8,1018.2,36.9,,198.8,17.1,18:18:13,10.0,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",,,26.1
"Kilimanjaro, Tanzania",Similar temperatures continuing with no rain expected.,Africa/Dar_es_Salaam,-3.34481,37.34,2023-06-29,17:00:00,23.4,13.6,23.4,77.3,0.3,0.0,0.0,10.8,18.4,62.6,1021.9,74.9,,95.5,8.1,18:32:00,10.0,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",,,18.4
臺灣110台北市,Similar temperatures continuing with a chance of rain multiple days.,Asia/Taipei,25.0374,121.564,2023-06-29,22:39:00,35.9,26.9,27.6,67.6,5.0,0.0,0.0,10.4,13.0,255.7,1007.7,65.4,,11.0,0.9,18:47:31,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,13.0
"Chișinău, Moldova",Similar temperatures continuing with a chance of rain Sunday & Monday.,Europe/Chisinau,47.0148,28.8566,2023-06-29,17:30:00,23.3,12.0,23.0,66.4,0.2,0.0,0.0,43.2,25.9,305.6,1011.2,46.4,,267.1,23.2,21:03:40,10.0,Becoming cloudy in the afternoon.,Partially cloudy,,,25.9
"Zadar, Hrvatska","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",Europe/Zagreb,44.1168,15.2272,2023-06-29,16:00:00,28.0,17.0,28.0,46.3,0.0,0.0,0.0,36.0,21.6,353.1,1015.4,0.2,,353.8,30.5,20:46:26,10.0,Clear conditions throughout the day.,Clear,,,21.6
"أسوان, مصر",Similar temperatures continuing with no rain expected.,Africa/Cairo,24.0901,32.8986,2023-06-29,17:00:00,40.0,28.0,41.0,15.9,0.0,0.0,0.0,45.0,29.2,340.5,1008.2,2.2,,327.4,28.4,19:40:09,10.0,Clear conditions throughout the day.,Clear,,,29.2
"Portland, OR, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,45.5118,-122.676,2023-06-29,07:40:00,28.4,15.6,16.3,61.4,0.0,0.0,0.0,20.5,13.0,346.7,1017.0,7.6,,350.7,30.4,21:03:28,10.0,Clear conditions throughout the day.,Clear,,,13.0
"กระบี่, ประเทศไทย",Similar temperatures continuing with a chance of rain multiple days.,Asia/Bangkok,8.05877,98.9184,2023-06-29,21:00:00,31.9,23.0,27.0,84.4,7.8,0.0,0.0,28.1,18.4,236.4,1009.2,48.8,,276.1,23.9,18:45:22,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,18.4
"เกาะสมุย, ประเทศไทย","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",Asia/Bangkok,9.48433,99.9958,2023-06-29,21:00:00,34.0,28.0,30.0,71.9,4.5,0.0,,24.8,23.0,290.7,1008.4,46.7,,261.4,22.6,18:43:35,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,23.0
"ลำปาง, ประเทศไทย",Similar temperatures continuing with a chance of rain multiple days.,Asia/Bangkok,18.2706,99.4686,2023-06-29,20:00:00,35.9,25.0,29.0,76.5,2.4,0.0,0.0,10.4,16.5,210.2,1006.9,57.7,,252.5,21.9,19:02:00,75.0,Partly cloudy throughout the day with strong storms possible.,"Rain, Partially cloudy",,,16.5
"สุโขทัย, ประเทศไทย",Cooling down with a chance of rain multiple days.,Asia/Bangkok,17.0111,99.8205,2023-06-29,21:00:00,35.1,25.4,34.3,71.7,0.3,0.0,0.0,28.4,13.3,234.6,1005.7,65.1,,266.5,23.1,18:58:10,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,13.3
"เชียงใหม่, ประเทศไทย",Similar temperatures continuing with a chance of rain multiple days.,Asia/Bangkok,18.767,99.0262,2023-06-29,21:30:00,34.0,25.0,28.0,74.7,0.9,0.0,0.0,8.3,14.8,344.5,1007.3,77.3,,242.5,21.1,19:04:45,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,14.8
"Κάρπαθος, Νότιο Αιγαίο, Ελλάδα",Similar temperatures continuing with no rain expected.,Europe/Athens,35.5074,27.2155,2023-06-29,16:50:00,28.0,23.0,28.0,81.9,0.0,0.0,0.0,48.2,42.5,298.5,1010.5,15.9,,350.8,30.3,20:30:35,10.0,Clear conditions throughout the day.,Clear,Moderate High-temperature warning,Locally high temperatures are expected,42.5
"Longyearbyen, Svalbard",Similar temperatures continuing with no rain expected.,Arctic/Longyearbyen,78.2229,15.646,2023-06-29,16:20:00,7.0,5.9,6.9,84.6,0.1,0.0,0.4,8.6,16.6,272.3,1017.4,73.9,,292.7,25.2,00:00:00,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,16.6
"Kinshasa, République Démocratique du Congo",Similar temperatures continuing with no rain expected.,Africa/Kinshasa,-4.31047,15.2893,2023-06-29,15:00:00,33.1,21.1,28.0,66.6,0.0,0.0,0.0,21.6,13.3,251.6,1014.8,51.4,,253.2,22.1,17:58:33,10.0,Partly cloudy throughout the day.,Partially cloudy,,,13.3
"Bromma kyrka, Stockholm, Stockholms län, Sverige",Similar temperatures continuing with a chance of rain multiple days.,Europe/Stockholm,59.35367,17.91669,2023-06-29,16:20:00,27.9,17.9,28.9,54.3,0.1,0.0,0.0,25.2,18.3,245.8,1008.1,66.1,,271.3,23.5,22:07:48,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,18.3
