City,Description jour,Timezone,Latitude,Longitude,Date,Current time,Max_Température,Min_Température,Current temperature,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Solar radiation,Energy_solaire,Soleil_coucher,Alert risk,Description,Weather conditions,Weather alerts,Alertes_description,Vitesse_vent
"Cable Bay, Northland, New Zealand",Similar temperatures continuing with a chance of rain multiple days.,Pacific/Auckland,-34.99272,173.49218,2023-07-07,09:08:00,16.6,11.2,19.1,92.5,21.9,0.0,0.0,47.5,28.4,35.6,1011.4,52.4,,46.7,4.0,17:27:43,10.0,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",,,28.4
"Calle Tancoco, Del Valle, 92875 Tuxpan de Rodríguez Cano, VER, México",Similar temperatures continuing with a chance of rain multiple days.,America/Mexico_City,20.9487,-97.3917,2023-07-06,15:13:00,34.5,24.2,30.0,76.5,2.3,0.0,0.0,27.7,23.0,75.2,1011.1,89.2,,274.3,23.6,19:15:03,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,23.0
"Century City, Los Angeles, CA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,34.05944,-118.41281,2023-07-06,14:20:00,22.3,15.2,20.4,74.8,0.0,0.0,0.0,28.9,20.5,227.8,1012.5,46.9,,272.2,23.4,20:08:29,10.0,Clearing in the afternoon.,Partially cloudy,Beach Hazards Statement,"...BEACH HAZARDS STATEMENT REMAINS IN EFFECT UNTIL 8 PM PDT THIS
EVENING...
* WHAT...Dangerous rip currents and breaking waves are expected
due to elevated surf of 3 to 5 feet.
* WHERE...Catalina and Santa Barbara Islands, Ventura County
Beaches, Malibu Coast and Los Angeles County Beaches.
* WHEN...Until 8 PM PDT this evening.
* IMPACTS...There is an increased risk for ocean drowning. Rip
currents can pull swimmers and surfers out to sea. Large
breaking waves can wash people off beaches and rocks, and
capsize small boats near shore.",20.5
"Chemin de Salvaza, 11000 Carcassonne, France",Similar temperatures continuing with a chance of rain tomorrow & Saturday.,Europe/Paris,43.19993,2.31495,2023-07-06,23:00:00,30.9,18.0,19.0,64.9,0.0,0.0,0.0,32.8,22.3,78.9,1015.1,97.4,,271.1,23.5,21:33:14,10.0,Cloudy skies throughout the day.,Overcast,Moderate thunderstorm warning,"Moderate damages may occur, especially in vulnerable or in exposed areas and to people who carry out weather-related activities.",22.3
"Crane, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,31.36887,-102.54017,2023-07-06,16:20:00,36.7,23.9,35.7,50.3,0.0,0.0,0.0,40.7,24.1,138.3,1011.5,10.9,,289.5,25.0,20:58:15,30.0,Clear conditions throughout the day.,Clear,,,24.1
"Chile Chico, Aisén del Gral. C. Ibáñez del Campo, República de Chile",Similar temperatures continuing with no rain expected.,America/Santiago,-46.53899,-71.72648,2023-07-06,16:00:00,4.5,1.4,5.9,66.4,0.0,0.0,,28.4,25.9,258.8,1012.8,79.7,,62.8,5.5,17:13:05,10.0,Partly cloudy throughout the day.,Partially cloudy,,,25.9
"Kozhikode, KL, India",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kolkata,11.2588,75.7809,2023-07-07,02:30:00,27.8,23.0,23.0,85.2,53.8,0.0,,29.5,18.7,274.1,1010.5,94.2,,241.5,20.9,18:54:29,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,18.7
"West Islands, Cocos (Keeling) Islands",Similar temperatures continuing with a chance of rain multiple days.,Indian/Cocos,-12.1577,96.8212,2023-07-07,03:30:00,26.1,25.0,26.0,77.2,1.7,0.0,,45.7,44.3,114.2,1014.7,83.7,,202.0,17.5,17:50:46,10.0,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,,44.3
"Chinchilla, QLD 4413, Australia",Similar temperatures continuing with no rain expected.,Australia/Brisbane,-26.7397,150.63,2023-07-07,07:00:00,18.5,9.6,9.7,53.2,0.0,0.0,0.0,38.2,31.0,252.7,1018.9,0.5,,174.8,14.9,17:18:04,10.0,Clear conditions throughout the day.,Clear,,,31.0
"Avenida Diomício Freitas, Ceará, Criciúma - SC, 88815-076, Brasil",Similar temperatures continuing with a chance of rain multiple days.,America/Sao_Paulo,-28.6851,-49.35397,2023-07-06,18:00:00,25.3,13.9,18.1,66.1,0.0,0.0,0.0,13.0,10.8,4.0,1014.7,17.8,,153.7,13.3,17:33:40,10.0,Clear conditions throughout the day.,Clear,,,10.8
"Chaghcharan, Afghanistan",Similar temperatures continuing with no rain expected.,Asia/Kabul,34.4827,65.2611,2023-07-07,02:00:00,24.2,9.2,11.0,35.4,0.0,0.0,0.0,41.4,45.4,350.4,1009.9,11.6,,351.7,30.5,19:24:48,10.0,Clear conditions throughout the day.,Clear,,,45.4
"Concepción, Bíobío, República de Chile",Similar temperatures continuing with a chance of rain tomorrow & Saturday.,America/Santiago,-36.8282,-73.0512,2023-07-06,17:00:00,13.0,7.5,11.9,87.4,0.3,0.0,,10.1,9.4,185.2,1019.8,57.4,,105.5,9.3,17:48:58,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,9.4
"Cachoeira, BA, Brasil",Similar temperatures continuing with no rain expected.,America/Bahia,-12.6016,-38.963,2023-07-06,18:00:00,28.0,18.8,26.0,75.9,0.5,0.0,0.0,24.1,18.4,146.1,1018.5,72.3,,161.4,13.9,17:22:58,10.0,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",,,18.4
"Buchanan Field Rd, Concord, CA 94520, United States",Warming up with no rain expected.,America/Los_Angeles,37.9858,-122.0622,2023-07-06,14:20:00,23.9,13.9,22.9,69.7,0.0,0.0,0.0,35.3,24.1,237.3,1011.5,40.0,,357.5,31.1,20:33:54,10.0,Clearing in the afternoon.,Partially cloudy,,,24.1
"Caracas, Distrito Capital, República Bolivariana De Venezuela",Similar temperatures continuing with a chance of rain multiple days.,America/Caracas,10.5056,-66.9177,2023-07-06,17:15:00,33.0,18.2,26.2,81.4,0.3,0.0,0.0,11.9,11.2,115.1,1014.2,38.0,,318.3,27.4,18:53:55,10.0,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,,11.2
"Colonia Catriel, General Roca, Río Negro, Argentina",Similar temperatures continuing with no rain expected.,America/Argentina/Salta,-37.74682,-67.76255,2023-07-06,18:00:00,10.2,6.9,9.0,58.2,0.0,0.0,0.0,24.1,19.4,131.5,1017.9,77.2,,69.8,6.1,18:25:19,10.0,Partly cloudy throughout the day.,Partially cloudy,,,19.4
"Kolkata, WB, India",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kolkata,22.5705,88.3712,2023-07-07,02:30:00,32.3,27.8,28.0,75.3,13.3,0.0,0.0,35.6,24.8,176.7,1003.4,93.6,,251.8,21.8,18:25:13,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,24.8
"Cove, New Castle, VA 24127, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,37.58104,-80.1664,2023-07-06,17:07:00,30.7,18.7,29.5,72.4,3.5,0.0,0.0,9.4,8.3,351.5,1015.7,41.5,,258.3,22.3,20:45:10,30.0,Becoming cloudy in the afternoon.,Partially cloudy,,,8.3
"Cowell, SA 5602, Australia",Similar temperatures continuing with a chance of rain tomorrow.,Australia/Adelaide,-33.6832,136.925,2023-07-07,07:00:00,16.2,10.6,10.6,65.5,0.1,0.0,,64.8,39.2,302.8,1014.9,6.7,,120.8,10.5,17:27:17,10.0,Clear conditions throughout the day.,Clear,,,39.2
"Cáceres, Extremadura, España",Warming up with no rain expected.,Europe/Madrid,39.4782,-6.36939,2023-07-06,23:15:00,35.0,18.0,29.1,44.5,0.0,0.0,0.0,31.3,14.8,281.6,1012.6,64.6,,351.0,30.4,21:55:41,10.0,Partly cloudy throughout the day.,Partially cloudy,,,14.8
"Charles City, IA, United States",Similar temperatures continuing with no rain expected.,America/Chicago,43.06595,-92.67416,2023-07-06,15:55:00,22.3,11.0,21.0,72.6,0.0,0.0,0.0,32.7,16.6,328.4,1018.3,25.3,,302.0,25.9,20:52:37,10.0,Partly cloudy throughout the day.,Partially cloudy,,,16.6
"Cooinda Pl, Kiama NSW 2533, Australia",Similar temperatures continuing with no rain expected.,Australia/Sydney,-34.67701,150.84591,2023-07-07,07:06:00,14.2,8.4,9.4,61.0,0.0,0.0,0.0,58.0,25.6,265.0,1010.4,23.3,,129.5,11.3,16:59:07,10.0,Partly cloudy throughout the day.,Partially cloudy,,,25.6
"Cold Bay, AK, United States","Similar temperatures continuing with a chance of rain Saturday, Sunday & Monday.",America/Nome,55.2076,-162.72,2023-07-06,13:20:00,10.9,7.9,10.9,90.7,1.5,0.0,0.0,44.6,35.2,147.5,1008.5,86.3,,119.5,10.4,23:30:58,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,35.2
"Cortina d'Ampezzo, Veneto, Italia",Similar temperatures continuing with a chance of rain multiple days.,Europe/Rome,46.5357,12.1391,2023-07-06,22:55:00,17.7,9.4,10.9,85.5,17.9,0.0,0.0,23.8,12.8,66.7,1022.0,81.5,,136.0,11.7,21:06:37,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",Orange Thunderstorm Warning,"Severe weather expected on southern area
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",12.8
"Paris, Île-de-France, France","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",Europe/Paris,48.8572,2.34141,2023-07-06,23:17:00,26.0,11.6,21.7,58.1,0.0,0.0,0.0,21.2,12.3,99.0,1017.4,62.8,,187.5,16.2,21:55:50,10.0,Partly cloudy throughout the day.,Partially cloudy,,,12.3
"Harrell Rd, White Oak, GA 31568, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,30.99186,-81.8681,2023-07-06,17:15:00,33.4,25.6,33.6,77.4,4.432,0.0,0.0,38.9,16.0,240.6,1014.3,46.0,,211.1,18.1,20:34:40,60.0,Becoming cloudy in the afternoon with storms possible.,"Rain, Partially cloudy",,,16.0
"Rua Raimundo de Andrade, Rubem Braga, Cachoeiro de Itapemirim - ES, 29311-132, Brasil",Similar temperatures continuing with a chance of rain Thursday.,America/Sao_Paulo,-20.82878,-41.11728,2023-07-06,18:00:00,24.6,12.7,20.0,64.7,0.0,0.0,0.0,9.0,9.0,1.8,1021.3,18.7,,163.8,14.3,17:16:39,10.0,Clear conditions throughout the day.,Clear,,,9.0
"Conceição do Araguaia, PA, Brasil",Similar temperatures continuing with no rain expected.,America/Belem,-8.26313,-49.2643,2023-07-06,18:00:00,34.6,20.1,28.6,40.5,0.0,0.0,0.0,34.2,15.1,102.4,1012.8,64.1,,245.9,21.0,18:11:38,10.0,Partly cloudy throughout the day.,Partially cloudy,,,15.1
"Candle, Buckland, AK, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Anchorage,65.91229,-161.92322,2023-07-06,13:20:00,13.0,7.7,14.1,92.3,4.1,0.0,,31.7,23.0,146.7,1010.7,83.7,,62.6,5.3,01:55:30,10.0,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",Special Weather Statement,"...Rising Rivers Through the Weekend...
Numerous rain showers through Saturday will cause rises in creeks
and rivers in the Western and Central Brooks Range through the
weekend. Additional rainfall of 1 to 2 inches is expected over
the Western and Central Brooks range through Saturday.
People in the Western and Central Brooks range and along
waterways north and west of Galena should should remain alert for
the possibility of rising water levels through the weekend.",23.0
"Calle Mina de Sacramento, Fracc Unidad San Buenaventura, 56530 Ixtapaluca, EDOMEX, México",Similar temperatures continuing with a chance of rain multiple days.,America/Mexico_City,19.30793,-98.86076,2023-07-06,14:48:00,25.0,15.7,24.3,67.6,4.5,0.0,0.0,19.4,15.8,76.4,1015.1,88.4,,229.7,19.7,19:17:44,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,15.8
"Camden Way, Woodward, OK 73801, United States","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",America/Chicago,36.41854,-99.41026,2023-07-06,15:55:00,26.2,16.0,25.1,80.6,24.9,0.0,0.0,42.8,31.8,89.6,1018.0,48.4,,238.6,20.5,20:58:50,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,31.8
"Cuddapah, Andhra Pradesh, India","Similar temperatures continuing with a chance of rain Sunday, Monday & Friday.",Asia/Kolkata,14.4673,78.8542,2023-07-07,03:00:00,30.4,25.5,25.8,65.4,0.4,0.0,0.0,55.1,32.4,262.0,1007.2,99.5,,108.8,9.6,18:47:53,10.0,Cloudy skies throughout the day.,Overcast,,,32.4
"Croydon, England, United Kingdom",Similar temperatures continuing with a chance of rain Tuesday.,Europe/London,51.3723,-0.09945,2023-07-06,22:15:00,20.5,11.7,14.8,62.1,0.0,0.0,0.0,45.0,22.4,220.1,1016.1,23.2,,205.1,17.8,21:17:57,10.0,Partly cloudy throughout the day.,Partially cloudy,,,22.4
"Childress, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,34.4294,-100.211,2023-07-06,16:20:00,33.4,21.2,33.9,61.8,0.0,0.0,0.0,63.0,40.7,115.6,1013.8,27.4,,286.0,24.6,20:56:40,30.0,Partly cloudy throughout the day.,Partially cloudy,,,40.7
"Castellón de la Plana, Comunidad Valenciana, España",Similar temperatures continuing with no rain expected.,Europe/Madrid,39.98518,-0.04608,2023-07-06,23:20:00,30.0,21.8,24.5,73.9,0.1,0.0,0.0,35.6,19.8,91.1,1014.4,54.1,,149.3,12.8,21:31:58,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,19.8
"Camden, NJ, United States",Similar temperatures continuing with a chance of rain Sunday & Monday.,America/New_York,39.9453,-75.1191,2023-07-06,17:06:00,32.9,23.2,33.3,71.9,1.3,0.0,0.0,18.4,13.7,147.4,1013.3,30.6,,326.0,28.1,20:32:05,60.0,Partly cloudy throughout the day.,Partially cloudy,,,13.7
"Caldwell, NJ, United States",Similar temperatures continuing with a chance of rain Sunday & Monday.,America/New_York,40.84186,-74.27628,2023-07-06,17:20:00,32.8,22.5,31.9,65.3,0.0,0.0,0.0,29.5,21.8,161.9,1013.7,18.2,,309.0,26.6,20:31:34,30.0,Clear conditions throughout the day.,Clear,Coastal Flood Statement,"...COASTAL FLOOD STATEMENT REMAINS IN EFFECT FROM THIS EVENING
THROUGH LATE TONIGHT...
* WHAT...Up to one half foot of inundation above ground level
expected in vulnerable areas near the waterfront and shoreline.
* WHERE...In New Jersey, Hudson, Eastern Essex and Eastern Union
Counties. In New York, Richmond (Staten Island), Kings
(Brooklyn) and Southern Queens Counties.
* WHEN...From this evening through late tonight.
* IMPACTS...Brief minor flooding of the more vulnerable
locations near the waterfront and shoreline.",21.8
"Cessna, Wichita, KS, United States",Warming up with a chance of rain tomorrow & Saturday.,America/Chicago,37.64188,-97.40778,2023-07-06,16:20:00,27.3,19.9,27.9,79.4,12.316,0.0,0.0,44.6,22.3,79.9,1016.5,76.0,,215.0,18.5,20:54:18,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,22.3
"Crescent City, CA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,41.7528,-124.2,2023-07-06,14:20:00,15.6,10.6,12.9,91.5,0.009,0.0,0.0,40.7,14.8,241.5,1014.3,94.0,,188.9,16.3,20:54:12,10.0,Cloudy skies throughout the day with morning rain.,"Rain, Overcast",,,14.8
"Ceduna, SA 5690, Australia",Similar temperatures continuing with a chance of rain tomorrow.,Australia/Adelaide,-32.1211,133.676,2023-07-07,07:00:00,17.3,8.6,9.1,59.8,0.0,0.0,0.0,54.7,33.5,300.0,1018.0,1.4,,141.3,12.2,17:44:01,10.0,Clear conditions throughout the day.,Clear,,,33.5
"Череповец, Северо-Западный федеральный округ, Россия",Similar temperatures continuing with a chance of rain today & tomorrow.,Europe/Moscow,59.1543,37.8563,2023-07-07,23:30:00,21.0,17.9,12.0,81.7,11.1,0.0,0.0,25.9,8.6,98.1,1015.3,99.2,,98.0,8.4,21:39:43,10.0,Cloudy skies throughout the day with a chance of rain.,"Rain, Overcast",,,8.6
"Springfield, MO, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,37.209,-93.2916,2023-07-06,16:18:00,27.8,19.3,27.8,76.2,1.203,0.0,0.0,18.4,11.2,351.1,1016.2,37.5,,168.3,14.5,20:36:36,10.0,Becoming cloudy in the afternoon with afternoon rain.,"Rain, Partially cloudy",,,11.2
"Hawarden Road, Chester, CH4 0, United Kingdom",Similar temperatures continuing with a chance of rain multiple days.,Europe/London,53.15077,-3.0445,2023-07-06,22:15:00,20.8,13.1,18.0,66.5,0.3,0.0,0.0,57.6,27.6,196.0,1012.1,60.8,,140.0,12.0,21:39:37,10.0,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",,,27.6
"Χελιδόνα, Κυπρίνος, Ανατολική Μακεδονία Θράκη, Ελληνικη Δημοκρατια",Similar temperatures continuing with a chance of rain today & tomorrow.,Europe/Athens,41.49974,26.2374,2023-07-07,00:17:00,32.9,22.8,21.5,58.9,0.8,0.0,0.0,39.6,19.4,331.7,1012.5,63.0,,187.8,16.2,20:51:26,10.0,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",Moderate Thunderstorm warning,Local thunderstorms,19.4
"เชียงราย, ประเทศไทย",Similar temperatures continuing with a chance of rain multiple days.,Asia/Bangkok,19.8966,99.84,2023-07-07,04:00:00,32.0,21.4,26.0,79.2,1.1,0.0,0.0,10.1,6.1,223.3,1008.2,49.9,,272.9,23.5,19:04:04,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,6.1
"Calle Raul del Pozo Periodista, 16143 Mariana (Cuenca), España",Similar temperatures continuing with a chance of rain tomorrow.,Europe/Madrid,40.16756,-2.14679,2023-07-06,23:16:00,29.8,18.0,18.8,58.4,0.1,0.0,0.0,40.0,17.3,154.9,1014.2,73.9,,289.2,25.0,21:40:57,10.0,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",,,17.3
"Челябинск, Уральский федеральный округ, Россия",Similar temperatures continuing with a chance of rain today.,Asia/Yekaterinburg,55.1631,61.3888,2023-07-07,02:00:00,27.8,17.0,17.0,57.5,0.0,0.0,0.0,38.9,22.7,306.7,1015.8,23.7,,338.9,29.2,21:33:57,10.0,Partly cloudy throughout the day with a chance of rain.,"Rain, Partially cloudy",,,22.7
"Canela, RS, Brasil",Similar temperatures continuing with a chance of rain multiple days.,America/Sao_Paulo,-29.3618,-50.8121,2023-07-06,18:15:00,25.5,10.3,18.4,81.4,0.0,0.0,0.0,38.2,13.8,10.0,1014.6,24.1,,114.4,9.9,17:38:01,10.0,Partly cloudy throughout the day.,Partially cloudy,,,13.8
"Central, Botswana",Cooling down with no rain expected.,Africa/Gaborone,-22.388,26.7062,2023-07-06,23:00:00,21.0,8.2,11.2,51.1,0.0,0.0,0.0,37.4,18.7,70.4,1026.8,0.0,,192.5,16.8,17:42:17,10.0,Clear conditions throughout the day.,Clear,,,18.7
"Calle Inti, San Rafael, 85203 Ciudad Obregón, SON, México",Similar temperatures continuing with a chance of rain multiple days.,America/Hermosillo,27.45581,-109.91818,2023-07-06,13:44:00,37.1,25.5,36.0,57.5,1.3,0.0,0.0,27.4,21.6,178.2,1008.7,16.6,,337.1,29.3,19:18:43,30.0,Clear conditions throughout the day with storms possible.,Rain,,,21.6
"Waku Kungo, Cela, Angola",Similar temperatures continuing with no rain expected.,Africa/Luanda,-11.35011,15.10715,2023-07-06,22:00:00,29.3,10.9,16.6,33.4,0.0,0.0,0.0,15.8,9.0,159.2,1016.8,0.0,,253.0,21.9,17:48:49,10.0,Clear conditions throughout the day.,Clear,,,9.0
"Cannes, Provence-Alpes-Côte d'Azur, France",Similar temperatures continuing with no rain expected.,Europe/Paris,43.5533,7.01363,2023-07-06,23:00:00,27.0,20.1,24.0,68.0,0.0,0.0,0.0,35.3,16.5,141.5,1014.1,55.0,,161.7,14.0,21:15:42,30.0,Partly cloudy throughout the day.,Partially cloudy,,,16.5
"Cessnock, NSW 2325, Australia",Similar temperatures continuing with no rain expected.,Australia/Sydney,-32.8327,151.355,2023-07-07,07:15:00,16.7,7.6,10.6,59.8,0.0,0.0,0.0,50.4,29.5,290.6,1012.9,14.9,,137.5,11.9,17:01:35,10.0,Clear conditions throughout the day.,Clear,,,29.5
"Le Pontreau, Saint-Léger-sous-Cholet, Pays de la Loire, France",Similar temperatures continuing with a chance of rain tomorrow & Saturday.,Europe/Paris,47.09386,-0.87227,2023-07-06,23:18:00,26.4,8.9,18.1,64.3,0.0,0.0,0.0,23.8,11.8,238.9,1016.5,35.2,,351.4,30.5,22:00:58,10.0,Partly cloudy throughout the day.,Partially cloudy,Moderate thunderstorm warning,"Moderate damages may occur, especially in vulnerable or in exposed areas and to people who carry out weather-related activities.",11.8
